# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
Ascl4	chr10	85927931	85929696	+	1766	19	25	20	5
Herc4	chr10	63244060	63317878	+	73819	1348	1414	874	200
Paxbp1	chr16	91014037	91044293	-	30257	730.50	683.50	420	99.50
Qpctl	chr7	19139702	19149041	-	9340	229.50	224	137	32
Zfp606	chr7	12478543	12496235	+	17693	155	122	80	59
Gtf3c6	chr10	40247703	40257858	-	10156	272	220	132	33
2210010C04Rik	chr6	41030268	41035259	-	4992	47	46	24	15
Qprt	chr7	127107114	127121976	-	14863	320	380	194	70
Bbs2	chr8	94067954	94098678	-	30725	455	384.50	255.50	107.50
Dedd2	chr7	25199915	25220365	-	20451	707	863	391	112
Med4	chr14	73510275	73518849	+	8575	117	86	63	26
Brd3	chr2	27445579	27507412	-	61834	1480	1355	794	278
Bag4	chr8	25764538	25785037	-	20500	327	300	185	57
Unc50	chr1	37430389	37439124	+	8736	178	231	107	45.50
Fundc2	chrX	75382649	75396459	+	13811	163	99	106	45
4833420G17Rik	chr13	119463018	119486120	+	23103	385	313	237	65
Cxxc5	chr18	35829647	35861688	+	32042	525	516	190	85
4930404I05Rik	chr16	91011499	91016743	+	5245	217.50	217	118	12.50
Erp29	chr5	121428590	121452256	-	23667	1547.50	1264.50	849.50	103.50
Srpr	chr9	35200425	35247973	+	47549	799	703	473	97.50
Pdlim7	chr13	55495795	55513426	-	17632	474	481	204	73
Mfn1	chr3	32529715	32579239	+	49525	723	526	351	140
Armcx2	chrX	134804145	134808971	-	4827	71	48	33	30
Ears2	chr7	122037213	122067013	-	29801	507	345	238.50	87
Ppil4	chr10	7793141	7823135	+	29995	559	433	325	60
Far1	chr7	113514084	113571511	+	57428	617.50	559	410.50	101
Dhdds	chr4	133969028	134000668	-	31641	650	571	506	136
Eps8l1	chr7	4460924	4480487	+	19564	427	324	191	66
Rps20	chr4	3831334	3835415	-	4082	310	166	124	26
Nudcd1	chr15	44373163	44428057	-	54895	581	418.50	329	143.50
Hoga1	chr19	42045860	42070953	+	25094	646	545	375	143
Ccdc127	chr13	74350559	74365783	+	15225	313	231.50	151	31.50
Ankrd33b	chr15	31291478	31367476	-	75999	691	612	447	267
Ssr3	chr3	65379655	65392373	-	12719	428	408	206	47
Xab2	chr8	3608421	3621066	-	12646	342	242	160	44
Mtpap	chr18	4375842	4397330	+	21489	384	313	201	75
Isoc2b	chr7	4844959	4870008	-	25050	359	356	190	95
Retsat	chr6	72598725	72608425	+	9701	277.50	225.50	138	52
Map1lc3b	chr8	121590611	121598760	+	8150	82	80	47.50	18
Ilkap	chr1	91373861	91398565	-	24705	637	570	327	98
Dusp28	chr1	92907231	92908435	+	1205	79	83	36	8
Pnpla8	chr12	44221620	44322532	+	100913	790	626	526	272
Slc25a46	chr18	31556111	31609661	-	53551	723	607	420	132
Ikbip	chr10	91083190	91102607	+	19418	272	187	154	65
Ergic2	chr6	148179079	148212124	-	33046	768.50	782.50	585.50	89.50
Frmd8	chr19	5849702	5875024	-	25323	1035	1086	640	148
Ergic1	chr17	26561739	26656934	+	95196	2105	1798	1077	373.50
Nvl	chr1	181087138	181143954	-	56817	1313	1048	703	168
Decr1	chr4	15917240	15945257	-	28018	178	124	128	78
Poc5	chr13	96388544	96417737	+	29194	440	255	186	91
Entpd4	chr14	69337424	69585520	+	248097	1953	1972	1069	442
Sf3a1	chr11	4160600	4182541	+	21942	588	516	301	67
Pdcl	chr2	37350074	37359082	-	9009	140	147	71	38
Gpalpp1	chr14	76086236	76110510	-	24275	332	221	193	81
Mmd	chr11	90187934	90278589	+	90656	1147	873	655	384
Abhd5	chr9	122351858	122381524	+	29667	374.50	467.50	348.50	114
Gpatch1	chr7	35276536	35318190	-	41655	458	282	243	130
Mtfr1	chr3	19187577	19220817	+	33241	731	700	441	101
Snap29	chr16	17406236	17430827	+	24592	379.50	303	207	79
Abhd15	chr11	77515371	77538607	+	23237	773.50	848.50	459.50	69.50
Cwc25	chr11	97745481	97766306	-	20826	383	353	241	74
Eepd1	chr9	25481797	25604110	+	122314	1019	661	580	385
Polr3g	chr13	81673843	81710763	-	36921	455	382	260	120
Dhx40	chr11	86768846	86807496	-	38651	802	1319	1026	122
Calcoco1	chr15	102706777	102721928	-	15152	222	171	118	47
Ap4b1	chr3	103809770	103838648	+	28879	506	577	358	92
Ufl1	chr4	25248600	25281571	-	32972	277	225	177	59
Zfand4	chr6	116264472	116330302	+	65831	950	975	582	203
Mettl16	chr11	74771080	74828525	+	57446	1309	1142	698	178
Tmem167b	chr3	108556425	108562216	-	5792	124	118	74	31
Ccar1	chr10	62743928	62792036	-	48109	1142	1060	726	115
Ccdc50	chr16	27389119	27452218	+	63100	575	428	307	182
Tvp23b	chr11	62879705	62916780	+	37076	505	356	287	120
Tmed9	chr13	55573982	55597697	+	23716	323	280	187	93
Agpat2	chr2	26593057	26604167	-	11111	275.50	281.50	139.50	70
Ttc33	chr15	5185775	5218336	+	32562	400	323.50	201	88.50
1700094J05Rik	chr10	76389265	76401507	+	12243	115	107.50	46.50	22.50
Atg12	chr18	46730144	46741330	-	11187	302	591	207	30
Nudt7	chr8	114133807	114154739	+	20933	183	228	143	70
Fgfr1op2	chr6	146577453	146599198	+	21746	668	738	458	83
Uqcrb	chr13	66900617	66905128	-	4512	66.50	43.50	28	22
Mfap1a	chr2	121491911	121506415	-	14505	298	268	177	70
Ppfibp1	chr6	146888737	147032025	+	143289	1969	1320	1083	562
Ttll4	chr1	74661995	74703730	+	41736	769	516	364	152
Zswim3	chr2	164805348	164822130	+	16783	311	297	213	69
Cog6	chr3	52981875	53016987	-	35113	466	351	232	119
Fam120b	chr17	15396452	15433583	+	37132	587	472	332	124
Slc39a8	chr3	135825529	135888572	+	63044	699	468	370	194
Gpr89	chr3	96868281	96905096	-	36816	562	392	272.50	118.50
Gstcd	chr3	132981752	133091783	-	110032	1892	1402	1131.50	279.50
Slc25a30	chr14	75760117	75786787	-	26671	382	338	205	89
Pigm	chr1	172376796	172384099	+	7304	160	97	59	21
Wdr48	chr9	119895128	119926587	+	31460	384.50	343.83	255.50	73.83
Mrfap1	chr5	36794867	36796522	-	1656	76	52	51	17
Alg13	chrX	144318054	144374450	+	56397	478	357	323	188
Cpeb4	chr11	31872461	31935634	+	63174	861	954	592	185
Tbc1d23	chr16	57168862	57231254	-	62393	867	888	589	167
Zfp605	chr5	110110342	110129794	+	19453	309	261	210	81
Slc25a26	chr6	94500581	94604672	+	104092	1131	889	627	301
Ubxn11	chr4	134102820	134127593	+	24774	592	541	357.50	118.50
Rnf41	chr10	128411907	128441441	+	29535	660	704	414	105
Tctn3	chr19	40596446	40611983	-	15538	318	192	160	63
Tespa1	chr10	130323127	130364111	+	40985	1216	1649	586	115
Necap1	chr6	122874724	122888941	+	14218	205	199	135	45
Dusp6	chr10	99263481	99267489	+	4009	234	156	69	26
Get4	chr5	139252574	139270051	+	17478	1132	1203	656	108
Akt1s1	chr7	44849241	44855421	+	6181	556.50	572	277	51
Zfp788	chr7	41633453	41651530	+	18078	252	122	133	48
Narf	chr11	121237503	121255856	+	18354	383	369	273	77
4930453N24Rik	chr16	64762136	64770911	-	8776	156	132	81	27
Rspry1	chr8	94602187	94660275	+	58089	935	826	560	178
Ube2r2	chr4	41135993	41193380	+	57388	1884	1489	799	188
Aasdhppt	chr9	4294793	4309221	-	14429	156	132	104	34
Nob1	chr8	107412486	107424801	-	12316	245	193	122	64
Tm7sf3	chr6	146602352	146642574	-	40223	1302.50	1208.50	854	152
Anp32b	chr4	46451152	46472657	+	21506	1292	850	600	76
Spc24	chr9	21755442	21760053	-	4612	138	101	69	20
Samd8	chr14	21750781	21798726	+	47946	709	537	377	141
4930515G01Rik	chr5	114773737	114774733	-	997	56.17	43.17	23.17	10.67
4930523C07Rik	chr1	160044634	160080208	+	35575	546.50	516.50	248	104
Ctdp1	chr18	80407959	80469445	-	61487	1320	1160	592	250
Rabl3	chr16	37540135	37572385	+	32251	341	247	170	104
Ift172	chr5	31253277	31290866	-	37590	1059	784	548	212
Rnf125	chr18	20944875	20983862	+	38988	527	530	401	122
Dctn4	chr18	60526435	60558766	+	32332	557	575	320	127
Alkbh8	chr9	3335390	3391154	+	55765	573	377	297	128
Rpl38	chr11	114668774	114672331	+	3558	190	136	90	24
Trmt112	chr19	6909948	6911049	+	1102	261	322	107.50	12.50
Cuta	chr17	26933819	26939319	-	5501	147.50	99.50	70	20
Rpp21	chr17	36255645	36257819	-	2175	46	35	42	8
Lsm3	chr6	91516178	91522625	+	6448	127	91	54	22
Sdhb	chr4	140961453	140979193	+	17741	433	388	221	90
Mrpl18	chr17	12911349	12916095	-	4747	102	75.50	45.50	21.50
Pbdc1	chrX	105080006	105117090	+	37085	770	519	412	139
Luc7l3	chr11	94287890	94321738	-	33849	1157	968	594	92
Aldh3b1	chr19	3913491	3929558	-	16068	573	581	381	103
Hypk	chr2	121449662	121458672	+	9011	301.17	252.17	164.33	24.33
Ift74	chr4	94614741	94693229	+	78489	518	356	330	190
Ost4	chr5	30905885	30907538	-	1654	70	71	40	10.50
Fam174a	chr1	95313873	95335284	+	21412	162	145	120	62
Rnf149	chr1	39551296	39577155	-	25860	518	476	268	76
1810037I17Rik	chr3	122924453	122926184	+	1732	36	29	21	4
Gm10653	chr9	62841477	62867750	-	26274	330	284	189	96
1810058I24Rik	chr6	35252904	35263496	+	10593	247	224	126	47
Mrpl24	chr3	87919756	87923672	+	3917	413	190	149.50	15
Polr2g	chr19	8793127	8798327	-	5201	150	147	96	32
Nsmce1	chr7	125467640	125491346	-	23707	554	628	252	115
Slc25a37	chr14	69241848	69284862	-	43015	690	1195	492	125
Dnajc19	chr3	34056020	34081071	-	25052	902.50	699	422	52.50
Cyp4f37	chr17	32621559	32636184	+	14626	128	66	68	49
Cep83os	chr10	94671025	94688326	-	17302	243	174	131	72
Pop1	chr15	34495554	34530648	+	35095	742	467	368	121
Nudt13	chr14	20294947	20317578	+	22632	316	176	154	75
Fam114a2	chr11	57482993	57518367	-	35375	496	352	286	102
Stx17	chr4	48125165	48186507	+	61343	687	486	400	189
Dph2	chr4	117888643	117891782	-	3140	63	57	54	14
Prr33	chr7	142491074	142506521	-	15448	176	103.50	81	56
Fbxo32	chr15	58175879	58214682	-	38804	366	238	189	120
Iah1	chr12	21316639	21323819	+	7181	341.50	554.50	179.50	32
Itgb3bp	chr4	99765402	99929563	-	164162	1096	679.50	609	270.50
Ccdc130	chr8	84257795	84270130	-	12336	219	143	123	50
Ppid	chr3	79591592	79603650	+	12059	321.50	301.50	196.50	41
Slc48a1	chr15	97778770	97792692	+	13923	441	464.50	211	89.50
Samsn1	chr16	75858793	76022020	-	163228	3140	4591	1563	461
4930577N17Rik	chr3	51277009	51278383	+	1375	57	68.50	32	8.50
Mgarp	chr3	51388412	51396488	-	8077	109	94	63	24
Ddx47	chr6	135011862	135023776	+	11915	161	187	95	49
Plgrkt	chr19	29348599	29367058	-	18460	405	327	206	109
Slc38a2	chr15	96687392	96699480	-	12089	840	695	459	60
Prpsap1	chr11	116470845	116493952	-	23108	425	377	251	127
5830432E09Rik	chr7	135635931	135652064	-	16134	454.50	472.50	198	32.50
Jagn1	chr6	113442819	113448229	+	5411	80	76	40	21
N6amt1	chr16	87354435	87368742	+	14308	164	115	90	56
Gpatch2	chr1	187215758	187351704	+	135947	997	768	560	338
Caap1	chr4	94500081	94556546	-	56466	607	481	351	112
Arpc5	chr1	152766792	152775597	+	8806	245	286	178	34
Chd8	chr14	52198151	52257530	-	59380	1345	1263	794	183
Kat8	chr7	127912766	127925837	+	13072	448	333	234	49
Rtp4	chr16	23520541	23614222	+	93682	711	557	440	291
Vwa5a	chr9	38718518	38743337	+	24820	138	161	113	47
Zfp639	chr3	32510509	32520833	+	10325	245	218	125	31
Ilf2	chr3	90476376	90488379	+	12004	331.50	309.50	231	48
Plxnd1	chr6	115954811	115994755	-	39945	716	858	461	192
Zmym4	chr4	126861939	126967885	-	105947	1815.50	1405.50	967.50	266
Sfr1	chr19	47731932	47735588	+	3657	130	86	55	13
Dalrd3	chr9	108570136	108572774	+	2639	134	151	65	14
Rgs8	chr1	153653275	153700323	+	47049	576	462	246	157
Rnls	chr19	33137747	33392045	-	254299	3236	1938	1703	1119
Snrnp48	chr13	38205188	38227665	+	22478	350	275	211	58
Dgat2	chr7	99153658	99182469	-	28812	510	509	324	106
Limd2	chr11	106156256	106160610	-	4355	341	383	195	22
Snx2	chr18	53176566	53220865	+	44300	564	606	343	106
Tprgl	chr4	154157485	154160416	-	2932	40	40	19.50	6.50
Rmdn3	chr2	119137001	119156784	-	19784	379.50	286	206	59
Poldip2	chr11	78512443	78522736	+	10294	237	191	121.50	60.50
Ubxn4	chr1	128244214	128279378	+	35165	737	687	433	107
Derl1	chr15	57869502	57892198	-	22697	668	630	459	95
Snap47	chr11	59407134	59450936	-	43803	869.50	860.50	346.50	183
Rer1	chr4	155074110	155086132	-	12023	265	249	176	42
Brix1	chr15	10474779	10485697	-	10919	210	150	124	35
Idh3a	chr9	54586584	54604661	+	18078	313.50	231	147.50	69
Wdr83	chr8	85075035	85081056	-	6022	299.50	223.50	166.50	32
Dnajb11	chr16	22858095	22879634	+	21540	388	318	233	73
Gpsm1	chr2	26315765	26348237	+	32473	673.50	565	317.50	139.50
Mrpl57	chr14	57826484	57829296	+	2813	159	111	82	21
Atg3	chr16	45159035	45188538	+	29504	500	579	287	75
Nop9	chr14	55745943	55755500	+	9558	198	197.50	136	47
Slc35a4	chr18	36679465	36683861	+	4397	110	121	55	17
Rab32	chr10	10545002	10558015	-	13014	140	142	116	35
Rnf115	chr3	96727914	96791638	+	63725	1120.50	1170	660	193
Tmem39a	chr16	38558948	38592162	+	33215	594	565	341	105
Ddx55	chr5	124553114	124569660	+	16547	675	529	381	101
Cdca5	chr19	6085233	6091777	+	6545	293	221	186	44
Asprv1	chr6	86628414	86629710	+	1297	22	17	8	8
Echdc3	chr2	6188465	6212783	-	24319	295	205	161	96
Ppp6c	chr2	39194354	39226201	-	31848	408	341	248	71
Akr1b10	chr6	34384468	34396950	+	12483	151	111	72	39
2310033P09Rik	chr11	59208571	59210738	+	2168	254	307	100	16
Slc25a11	chr11	70644196	70647229	-	3034	241.50	225.50	123.50	13.50
Yipf4	chr17	74489743	74500277	+	10535	155	136	76	24
Rgs10	chr7	128373621	128418508	-	44888	589	543	297	185
Lrrc28	chr7	67513410	67645018	-	131609	1429	992	676	411
Paip2	chr18	35598867	35617187	+	18321	968	646	454	62
Enoph1	chr5	100040235	100068760	+	28526	900	587	427	139
Mrrf	chr2	36136639	36190647	+	54009	720.50	474.50	367.50	172.50
Nsmce4a	chr7	130532526	130572868	-	40343	645	604	323	149
Mri1	chr8	84249906	84257076	-	7171	169	135	101	34
Coq10b	chr1	55053020	55072702	+	19683	447	367	256	73
Naa20	chr2	145902349	145916425	+	14077	274	237	154	51
Tmem33	chr5	67260815	67291461	+	30647	863	667	414	132
Dcxr	chr11	120725399	120727031	-	1633	43	24	26	6
Mdp1	chr14	55657879	55660258	-	2380	70	54	33	11
Uxs1	chr1	43746966	43827550	-	80585	1337	1047	704	274
Camsap2	chr1	136268123	136345854	-	77732	924	659	449	230
Saraf	chr8	34154825	34170821	+	15997	213	210	146	43
Rbm18	chr2	36116079	36136523	-	20445	296.50	240.50	154.50	55.50
Ufm1	chr3	53853376	53863580	-	10205	195	169	105	26
Rpl4	chr9	64173625	64178666	+	5042	222	152	116	22
Coa6	chr8	126422765	126425433	+	2669	57	70	30	6
Tmem86a	chr7	47050851	47054777	+	3927	85	61	46	24
Ppa1	chr10	61648802	61674168	+	25367	332	306	181	84
Ccdc80	chr16	45093704	45128077	+	34374	814	950	381	113
Rnmt	chr18	68300605	68324852	+	24248	465	348	255	82
Pef1	chr4	130102808	130128135	+	25328	434	531	279	121
Cmc1	chr9	118064522	118149927	-	85406	1207.50	1012	678	250.50
Mtfp1	chr11	4091480	4095195	-	3716	55	30	42	13
Sumf2	chr5	129847236	129864050	+	16815	808	452	359	81
Gipc1	chr8	83652927	83664694	+	11768	458	372	269	54
Ppm1m	chr9	106194947	106199496	-	4550	277	129	113	21
Zfp169	chr13	48487647	48513201	-	25555	284	268	188	81
1600012H06Rik	chr17	14943434	14959570	+	16137	194.50	159.50	113.50	28.50
Coq9	chr8	94838571	94854895	+	16325	384	388	230	71
Mak16	chr8	31159463	31168514	-	9052	137.50	105	81	18
Ube2f	chr1	91250554	91290337	+	39784	961	986	508	153
Fam32a	chr8	72219980	72224418	+	4439	159	153	81	27
Hcfc2	chr10	82696410	82742428	+	46019	801	802	489	136
Wdr55	chr18	36760470	36763810	+	3341	119	67	71	14
Tmem59l	chr8	70483867	70487108	-	3242	68	63	36	25
Myl12b	chr17	70973133	71001955	-	28823	466	484	344.50	67
Prorsd1	chr11	29511757	29514783	-	3027	77	72	49	16
Rps27l	chr9	66946336	66949516	+	3181	66	56	53	15
Atp5g2	chr15	102662864	102672102	-	9239	247	256	138	35
Rpl41	chr10	128548114	128549055	-	942	121	75	49	8
Spata6	chr4	111720234	111829184	+	108951	603	559	347	263
Fbxo28	chr1	182313102	182341379	-	28278	528	543	326	108
Nifk	chr1	118322089	118333822	+	11734	224	227	128	36
Tubb6	chr18	67390967	67402749	+	11783	338	268	147	42
Tomm20	chr8	126930667	126945594	-	14928	589	476	282	54
Sugt1	chr14	79587941	79635196	+	47256	717	615	424	142
U2surp	chr9	95456898	95511746	-	54849	1178	921	561	147
Puf60	chr15	76070182	76080674	-	10493	279	297	161	54
Npc2	chr12	84754562	84772902	-	18341	389	407	230	71
Zcchc10	chr11	53324929	53333301	+	8373	125	112	61	28
Pold3	chr7	100082111	100121315	-	39205	824	590	411	144
Atp2b1	chr10	98914656	99026143	+	111488	1610	1700	1052	332
Mphosph10	chr7	64376527	64392018	-	15492	230	233	186	41
Ccny	chr18	9312304	9449904	-	137601	1796	1453	940	334
Trabd	chr15	89075374	89087077	+	11704	314	223	200	50
Atad1	chr19	32671638	32739536	-	67899	1843	1287	1007	282
Gnpda2	chr5	69573108	69592090	-	18983	446.50	302	200	69.50
Pdzd9	chr7	120658731	120670093	-	11363	285	194	118.50	38
Tmx3	chr18	90510404	90543267	+	32864	320	301	242	62
Nacc2	chr2	26055535	26122568	-	67034	953	646	433	268
Mrps11	chr7	78783369	78792989	+	9621	144.50	101.50	78.50	25.50
Srsf6	chr2	162931778	162937121	+	5344	307	217	172	26
Ddx59	chr1	136415521	136440158	+	24638	288	194	147	83
Bambi	chr18	3508173	3516404	+	8232	131	45	55	31
Snrpg	chr6	86371554	86379328	+	7775	165	98	91	34
Zwilch	chr9	64137144	64172854	-	35711	731	558.50	394	93.50
Trap1	chr16	4039971	4077577	-	37607	1025	729.50	437.50	141.50
Bphl	chr13	34037847	34074074	+	36228	450	426	273	121
Pdf	chr8	107046520	107048364	-	1845	52.50	83	31	4
Rpl22l1	chr3	28805686	28807424	+	1739	90	118	48	11
Rnf146	chr10	29344176	29362192	-	18017	334	326.50	173	58.50
Emc4	chr2	112363011	112367777	-	4767	76.50	124	61.50	13.50
Cox19	chr5	139336189	139351168	-	14980	435	473	211	89
Fam122a	chr19	24476502	24477106	-	605	31	27	14	1.50
Rbm42	chr7	30640999	30650067	-	9069	109	72	57.50	13
Zfp706	chr15	36997027	37007523	-	10497	246	281	146	32
Chid1	chr7	141493136	141539607	-	46472	1102	789.50	611.50	207.50
Zfp593	chr4	134243289	134245342	-	2054	27.50	26	9.50	5.50
Mid1ip1	chrX	10715269	10719690	+	4422	198	133	73	34
Chac2	chr11	30976707	30986100	-	9394	54	43.50	29.50	8
2700062C07Rik	chr18	24471100	24477798	+	6699	89	73	44	24
Mpnd	chr17	56005961	56016790	+	10830	415.50	426.50	163.50	48.50
Aen	chr7	78896104	78911209	+	15106	422	249	197	70
Akirin1	chr4	123734559	123750095	-	15537	242	197	127	50
Nutf2	chr8	105860830	105879330	+	18501	543	427	263	82
Rps13	chr7	116331505	116333945	-	2441	120	62	48	6
Ubxn2b	chr4	6191348	6221688	+	30341	292	207	179	87
Chd1l	chr3	97560742	97609953	-	49212	664	491	351	160
Tm9sf2	chr14	122107288	122159604	+	52317	1053	977	692	171
Slc25a39	chr11	102402985	102407696	-	4712	135	106	83	23
Lurap1	chr4	116132406	116151088	-	18683	222.50	175	113.50	57.50
Pdcd2l	chr7	34184499	34196411	-	11913	257	199	201	34
Gpn3	chr5	122372126	122382902	+	10777	439.50	493.50	199.50	63.50
Dusp19	chr2	80617295	80632361	+	15067	76.50	44.50	35.50	22.50
Pak1ip1	chr13	41001273	41013015	+	11743	188	124	114	32
Dcakd	chr11	102994047	103028054	-	34008	836.50	811	489	144.50
Arpc4	chr6	113378365	113390448	+	12084	281.50	335	224	44
Yif1a	chr19	5088788	5092881	+	4094	153	102	93	28
Ncbp2	chr16	31948763	31961781	+	13019	427	328	228.50	27.50
Smarcc2	chr10	128459498	128490482	+	30985	916	906	594	99
Ociad1	chr5	73293034	73314069	+	21036	532	478	307	79
Dynll2	chr11	87979525	87987283	-	7759	180	173	88	38
Rchy1	chr5	91948904	91962818	-	13915	341	354	203	73
Cntd1	chr11	101279262	101296317	+	17056	285	209	168	49
Apool	chrX	112311584	112372755	+	61172	627	444	334	252
Atg101	chr15	101284522	101290945	+	6424	119	110	66	28
Cmtm3	chr8	104339660	104347672	+	8013	156	122	60	44
Cep70	chr9	99243617	99300404	+	56788	811	733	472	189
Fahd2a	chr2	127436215	127444315	-	8101	141	117	83	41
Gcsh	chr8	116981810	116993287	-	11478	180	136	96	47
Upf3b	chrX	37091678	37110072	-	18395	265	262	145	80
Eif3h	chr15	51786558	51865273	-	78716	1620	1322	903	234
Kdelr1	chr7	45873022	45883732	+	10711	154	149	111	39
Tigd2	chr6	59209120	59212033	+	2914	36	34	21	9
Ino80	chr2	119373042	119477437	-	104396	2447	2187	1398	308
Etaa1	chr11	17938756	17953625	-	14870	169	160	106	34
Arl13b	chr16	62793685	62846790	-	53106	367	245	199	119
Gar1	chr3	129824912	129831146	-	6235	173	90	93	21
Otub2	chr12	103388932	103406350	+	17419	377	262	189	62
Wls	chr3	159839922	159938664	+	98743	1033	966	762	233
Fam133b	chr5	3544083	3570238	+	26156	1113	955	529	109
Gtf2e2	chr8	33732083	33777173	+	45091	820	748	564	128
A930005H10Rik	chr3	115881581	115887880	-	6300	77.50	55.50	41.50	13
A930003A15Rik	chr16	19876567	19884024	-	7458	67	32	30	22
Spire1	chr18	67488209	67610540	-	122332	1404	858	714	407
Ebpl	chr14	61331742	61360189	-	28448	496	413	298	108
Hyi	chr4	118360240	118362744	+	2505	74.50	76	26	13
Bcas2	chr3	103171905	103179166	+	7262	152	125	66	21
Denr	chr5	123907425	123928835	+	21411	609	525	368	130
Coa4	chr7	100537350	100540369	+	3020	117	117	82	16
Sympk	chr7	19024627	19054618	+	29992	776	660	357	118
Leprotl1	chr8	34135572	34146783	-	11212	182	133	100	39
Rpl24	chr16	55966525	55980721	+	14197	764.50	558.50	342.50	37.50
Ndufb4	chr16	37647170	37654203	-	7034	83	59	56	27
Hsbp1	chr8	119344738	119348922	+	4185	48	48	32	19
Ndufc2	chr7	97400253	97407802	+	7550	103	88	62	22
Ndufb2	chr6	39592824	39603382	+	10559	183	207	118	27
Ccdc34	chr2	110018067	110173360	+	155294	1021	808	635	422
Ndufa5	chr6	24518666	24527763	-	9098	121	69	52	22
Diras2	chr13	52504380	52531029	-	26650	242	206	115	94
Urm1	chr2	29820325	29845002	+	24678	508	529	263	109
Rnaseh2c	chr19	5602123	5607019	+	4897	214	218	150	20.50
Tmbim4	chr10	120201908	120224917	+	23010	344	438.50	244	73.50
Fam98b	chr2	117249989	117271540	+	21552	311	223	128	83
Nudt21	chr8	94015496	94036781	-	21286	479	443	282	71
Fam166a	chr2	25218995	25222280	+	3286	320.50	251	170.50	10.50
Efcab2	chr1	178406335	178484513	+	78179	889	723	506	280
Rpa3	chr6	8255936	8258923	-	2988	33	27	30	16
Babam1	chr8	71397111	71404619	+	7509	200	170	89	22
Tmem86b	chr7	4628040	4631172	-	3133	241	245	109	14
Ift80	chr3	68892499	69004320	-	111822	1382	1551	881	299
Trmt12	chr15	58872924	58877127	+	4204	67	49	33	18
Agpat4	chr17	12118954	12219645	+	100692	902	615	491	350
Pdhb	chr14	8165996	8172775	-	6780	202	165	122	25
Slc25a22	chr7	141429744	141437642	-	7899	242	197	124	32
Zdhhc21	chr4	82798738	82859708	-	60971	648	376	351	148
Rbm28	chr6	29123576	29164756	-	41181	648	441	330	148
Pomgnt1	chr4	116137487	116159849	+	22363	260.50	216	135.50	61.50
Rpa1	chr11	75298166	75348074	-	49909	908	810	437	196
Toe1	chr4	116794310	116807390	-	13081	153	143.50	77	26.50
2310057M21Rik	chr7	131338220	131362509	-	24290	330	228	186	57
Mcoln2	chr3	146150083	146195513	+	45431	365	225	222	145
4930430F08Rik	chr10	100572265	100590173	-	17909	106.50	87.50	74	54.50
9530077C05Rik	chr9	22411763	22444681	+	32919	267.50	206	154.50	52.50
Mto1	chr9	78448458	78475348	+	26891	2454	931	1067	109
Stt3b	chr9	115242581	115310171	-	67591	1497	1423	1044	197
Mfsd10	chr5	34633642	34636962	-	3321	298	219	133	23
Aar2	chr2	156547834	156568972	+	21139	316	249	162	70
Ncapd2	chr6	125168007	125191451	-	23445	768	665	418	90
Vps53	chr11	76046226	76179397	-	133172	1733.50	1476.50	997	339
Fam114a1	chr5	64970321	65041886	+	71566	1245	1395	724	358
Zmym1	chr4	127047094	127060902	-	13809	277	229	212.50	32.50
Gstm7	chr3	107926334	107931567	-	5234	81	34	35	26
Apoo	chrX	94367367	94417093	+	49727	625	387	326	215
Aph1c	chr9	66814994	66834476	-	19483	339	240	178	81
Nudt22	chr19	6993018	6995867	-	2850	178	107	143	17
Tsr3	chr17	25240420	25242798	+	2379	41	41.50	23.50	8
Sdhaf1	chr7	30321406	30323645	-	2240	118	108	45	13
Ccdc88c	chr12	100911523	101028806	-	117284	2187	1804	1181	453
Ndufb10	chr17	24722060	24724228	-	2169	225	147.50	113.50	13
Sirt5	chr13	43365746	43395203	+	29458	320	249	220	105
Ndufs3	chr2	90894634	90904577	-	9944	221	168	137	25
Mul1	chr4	138434921	138442265	+	7345	104	87	45	20
2010204K13Rik	chrX	7411817	7444893	-	33077	310	234	201	159
0610030E20Rik	chr6	72347576	72353148	+	5573	202	136	88	27
